lga_name,year,median_rent
STRATHBOGIE,2005,150.0
TOWONG,2005,130.0
WANGARATTA,2005,170.0
WODONGA,2005,203.0
BASS COAST,2005,165.0
BAW BAW,2005,180.0
EAST GIPPSLAND,2005,170.0
LATROBE,2005,140.0
SOUTH GIPPSLAND,2005,160.0
WELLINGTON,2005,150.0
BANYULE,2005,240.0
BRIMBANK,2005,190.0
DAREBIN,2005,200.0
HOBSONS BAY,2005,220.0
HUME,2005,205.0
MARIBYRNONG,2005,200.0
MELBOURNE,2005,320.0
MELTON,2005,210.0
MERRI-BEK,2005,210.0
MOONEE VALLEY,2005,230.0
NILLUMBIK,2005,290.0
WHITTLESEA,2005,215.0
WYNDHAM,2005,200.0
YARRA,2005,295.0
BOROONDARA,2005,270.0
KNOX,2005,230.0
MANNINGHAM,2005,280.0
MAROONDAH,2005,215.0
MONASH,2005,250.0
WHITEHORSE,2005,245.0
YARRA RANGES,2005,210.0
BAYSIDE,2005,310.0
CARDINIA,2005,195.0
CASEY,2005,210.0
FRANKSTON,2005,191.0
GLEN EIRA,2005,240.0
GREATER DANDENONG,2005,175.0
KINGSTON,2005,220.0
MORNINGTON PENINSULA,2005,195.0
PORT PHILLIP,2005,270.0
STONNINGTON,2005,261.0
COLAC-OTWAY,2006,175.0
CORANGAMITE,2006,170.0
GLENELG,2006,160.0
GREATER GEELONG,2006,190.0
MOYNE,2006,200.0
QUEENSCLIFFE,2006,200.0
SOUTHERN GRAMPIANS,2006,190.0
SURF COAST,2006,240.0
WARRNAMBOOL,2006,200.0
ARARAT,2006,138.0
BALLARAT,2006,185.0
GOLDEN PLAINS,2006,215.0
HEPBURN,2006,173.0
HINDMARSH,2006,120.0
HORSHAM,2006,155.0
MOORABOOL,2006,190.0
NORTHERN GRAMPIANS,2006,140.0
PYRENEES,2006,155.0
WEST WIMMERA,2006,110.0
YARRIAMBIACK,2006,120.0
BULOKE,2006,100.0
CAMPASPE,2006,170.0
CENTRAL GOLDFIELDS,2006,145.0
GANNAWARRA,2006,130.0
GREATER BENDIGO,2006,190.0
LODDON,2006,129.0
MACEDON RANGES,2006,200.0
MILDURA,2006,180.0
MOUNT ALEXANDER,2006,180.0
SWAN HILL,2006,170.0
ALPINE,2006,165.0
BENALLA,2006,175.0
GREATER SHEPPARTON,2006,180.0
INDIGO,2006,190.0
MANSFIELD,2006,185.0
MITCHELL,2006,190.0
MOIRA,2006,165.0
MURRINDINDI,2006,175.0
STRATHBOGIE,2006,163.0
TOWONG,2006,130.0
WANGARATTA,2006,170.0
WODONGA,2006,220.0
BASS COAST,2006,180.0
BAW BAW,2006,175.0
EAST GIPPSLAND,2006,170.0
LATROBE,2006,140.0
SOUTH GIPPSLAND,2006,160.0
WELLINGTON,2006,150.0
BANYULE,2006,240.0
BRIMBANK,2006,185.0
DAREBIN,2006,210.0
HOBSONS BAY,2006,215.0
HUME,2006,210.0
MARIBYRNONG,2006,210.0
MELBOURNE,2006,320.0
MELTON,2006,210.0
MERRI-BEK,2006,220.0
MOONEE VALLEY,2006,230.0
NILLUMBIK,2006,270.0
WHITTLESEA,2006,210.0
WYNDHAM,2006,200.0
YARRA,2006,300.0
BOROONDARA,2006,270.0
KNOX,2006,230.0
MANNINGHAM,2006,275.0
MAROONDAH,2006,213.0
MONASH,2006,250.0
WHITEHORSE,2006,250.0
YARRA RANGES,2006,220.0
BAYSIDE,2006,338.0
CARDINIA,2006,205.0
CASEY,2006,215.0
FRANKSTON,2006,200.0
GLEN EIRA,2006,235.0
GREATER DANDENONG,2006,175.0
KINGSTON,2006,225.0
MORNINGTON PENINSULA,2006,200.0
PORT PHILLIP,2006,275.0
STONNINGTON,2006,265.0
COLAC-OTWAY,2006,180.0
CORANGAMITE,2006,160.0
GLENELG,2006,170.0
GREATER GEELONG,2006,195.0
MOYNE,2006,200.0
QUEENSCLIFFE,2006,215.0
SOUTHERN GRAMPIANS,2006,188.0
SURF COAST,2006,250.0
WARRNAMBOOL,2006,210.0
ARARAT,2006,135.0
BALLARAT,2006,180.0
GOLDEN PLAINS,2006,200.0
HEPBURN,2006,180.0
HINDMARSH,2006,130.0
HORSHAM,2006,160.0
MOORABOOL,2006,185.0
NORTHERN GRAMPIANS,2006,140.0
PYRENEES,2006,160.0
WEST WIMMERA,2006,120.0
YARRIAMBIACK,2006,110.0
BULOKE,2006,125.0
CAMPASPE,2006,170.0
CENTRAL GOLDFIELDS,2006,145.0
GANNAWARRA,2006,133.0
GREATER BENDIGO,2006,190.0
LODDON,2006,138.0
MACEDON RANGES,2006,215.0
MILDURA,2006,175.0
MOUNT ALEXANDER,2006,175.0
SWAN HILL,2006,160.0
ALPINE,2006,175.0
BENALLA,2006,180.0
GREATER SHEPPARTON,2006,180.0
INDIGO,2006,180.0
MANSFIELD,2006,195.0
MITCHELL,2006,175.0
MOIRA,2006,170.0
MURRINDINDI,2006,175.0
STRATHBOGIE,2006,155.0
TOWONG,2006,145.0
WANGARATTA,2006,170.0
WODONGA,2006,210.0
BASS COAST,2006,170.0
BAW BAW,2006,180.0
EAST GIPPSLAND,2006,165.0
LATROBE,2006,145.0
SOUTH GIPPSLAND,2006,160.0
WELLINGTON,2006,150.0
BANYULE,2006,240.0
BRIMBANK,2006,190.0
DAREBIN,2006,215.0
HOBSONS BAY,2006,220.0
HUME,2006,210.0
MARIBYRNONG,2006,213.0
MELBOURNE,2006,330.0
MELTON,2006,210.0
MERRI-BEK,2006,220.0
MOONEE VALLEY,2006,230.0
NILLUMBIK,2006,270.0
WHITTLESEA,2006,220.0
WYNDHAM,2006,200.0
YARRA,2006,300.0
BOROONDARA,2006,275.0
KNOX,2006,235.0
MANNINGHAM,2006,280.0
MAROONDAH,2006,220.0
MONASH,2006,260.0
WHITEHORSE,2006,255.0
YARRA RANGES,2006,220.0
BAYSIDE,2006,340.0
CARDINIA,2006,200.0
CASEY,2006,215.0
FRANKSTON,2006,200.0
GLEN EIRA,2006,240.0
GREATER DANDENONG,2006,181.0
KINGSTON,2006,230.0
MORNINGTON PENINSULA,2006,210.0
PORT PHILLIP,2006,295.0
STONNINGTON,2006,280.0
COLAC-OTWAY,2006,170.0
CORANGAMITE,2006,160.0
GLENELG,2006,170.0
GREATER GEELONG,2006,200.0
MOYNE,2006,200.0
QUEENSCLIFFE,2006,205.0
SOUTHERN GRAMPIANS,2006,180.0
SURF COAST,2006,250.0
WARRNAMBOOL,2006,210.0
ARARAT,2006,145.0
BALLARAT,2006,180.0
GOLDEN PLAINS,2006,185.0
HEPBURN,2006,180.0
HINDMARSH,2006,130.0
HORSHAM,2006,160.0
MOORABOOL,2006,185.0
NORTHERN GRAMPIANS,2006,135.0
PYRENEES,2006,153.0
WEST WIMMERA,2006,113.0
YARRIAMBIACK,2006,135.0
BULOKE,2006,120.0
CAMPASPE,2006,185.0
CENTRAL GOLDFIELDS,2006,145.0
GANNAWARRA,2006,140.0
GREATER BENDIGO,2006,200.0
LODDON,2006,125.0
MACEDON RANGES,2006,210.0
MILDURA,2006,185.0
MOUNT ALEXANDER,2006,190.0
SWAN HILL,2006,165.0
ALPINE,2006,180.0
BENALLA,2006,170.0
GREATER SHEPPARTON,2006,180.0
INDIGO,2006,190.0
MANSFIELD,2006,195.0
MITCHELL,2006,190.0
MOIRA,2006,170.0
MURRINDINDI,2006,175.0
STRATHBOGIE,2006,150.0
TOWONG,2006,150.0
WANGARATTA,2006,175.0
WODONGA,2006,210.0
BASS COAST,2006,175.0
BAW BAW,2006,185.0
EAST GIPPSLAND,2006,180.0
LATROBE,2006,145.0
SOUTH GIPPSLAND,2006,160.0
WELLINGTON,2006,150.0
BANYULE,2006,250.0
BRIMBANK,2006,195.0
DAREBIN,2006,210.0
HOBSONS BAY,2006,210.0
HUME,2006,210.0
MARIBYRNONG,2006,220.0
MELBOURNE,2006,330.0
MELTON,2006,210.0
MERRI-BEK,2006,225.0
MOONEE VALLEY,2006,230.0
NILLUMBIK,2006,280.0
WHITTLESEA,2006,220.0
WYNDHAM,2006,210.0
YARRA,2006,310.0
BOROONDARA,2006,280.0
KNOX,2006,240.0
MANNINGHAM,2006,281.0
MAROONDAH,2006,225.0
MONASH,2006,260.0
WHITEHORSE,2006,255.0
YARRA RANGES,2006,215.0
BAYSIDE,2006,350.0
CARDINIA,2006,220.0
CASEY,2006,220.0
FRANKSTON,2006,210.0
GLEN EIRA,2006,249.0
GREATER DANDENONG,2006,185.0
KINGSTON,2006,240.0
MORNINGTON PENINSULA,2006,210.0
PORT PHILLIP,2006,290.0
STONNINGTON,2006,275.0
COLAC-OTWAY,2006,175.0
CORANGAMITE,2006,160.0
GLENELG,2006,180.0
GREATER GEELONG,2006,200.0
MOYNE,2006,180.0
QUEENSCLIFFE,2006,250.0
SOUTHERN GRAMPIANS,2006,185.0
SURF COAST,2006,260.0
WARRNAMBOOL,2006,210.0
ARARAT,2006,140.0
BALLARAT,2006,190.0
GOLDEN PLAINS,2006,210.0
HEPBURN,2006,190.0
HINDMARSH,2006,123.0
HORSHAM,2006,165.0
MOORABOOL,2006,190.0
NORTHERN GRAMPIANS,2006,140.0
PYRENEES,2006,170.0
WEST WIMMERA,2006,120.0
YARRIAMBIACK,2006,130.0
BULOKE,2006,125.0
CAMPASPE,2006,180.0
CENTRAL GOLDFIELDS,2006,143.0
GANNAWARRA,2006,140.0
GREATER BENDIGO,2006,200.0
LODDON,2006,120.0
MACEDON RANGES,2006,211.0
MILDURA,2006,185.0
MOUNT ALEXANDER,2006,190.0
SWAN HILL,2006,170.0
ALPINE,2006,180.0
BENALLA,2006,180.0
GREATER SHEPPARTON,2006,180.0
INDIGO,2006,195.0
MANSFIELD,2006,220.0
MITCHELL,2006,180.0
MOIRA,2006,168.0
MURRINDINDI,2006,170.0
STRATHBOGIE,2006,168.0
TOWONG,2006,130.0
WANGARATTA,2006,175.0
WODONGA,2006,224.0
BASS COAST,2006,175.0
BAW BAW,2006,180.0
EAST GIPPSLAND,2006,180.0
LATROBE,2006,140.0
SOUTH GIPPSLAND,2006,165.0
WELLINGTON,2006,160.0
BANYULE,2006,250.0
BRIMBANK,2006,200.0
DAREBIN,2006,220.0
HOBSONS BAY,2006,230.0
HUME,2006,220.0
MARIBYRNONG,2006,220.0
MELBOURNE,2006,340.0
MELTON,2006,210.0
MERRI-BEK,2006,230.0
MOONEE VALLEY,2006,240.0
NILLUMBIK,2006,280.0
WHITTLESEA,2006,220.0
WYNDHAM,2006,215.0
YARRA,2006,320.0
BOROONDARA,2006,290.0
KNOX,2006,250.0
MANNINGHAM,2006,300.0
MAROONDAH,2006,230.0
MONASH,2006,260.0
WHITEHORSE,2006,260.0
YARRA RANGES,2006,220.0
BAYSIDE,2006,350.0
CARDINIA,2006,210.0
CASEY,2006,230.0
FRANKSTON,2006,210.0
GLEN EIRA,2006,250.0
GREATER DANDENONG,2006,190.0
KINGSTON,2006,240.0
MORNINGTON PENINSULA,2006,210.0
PORT PHILLIP,2006,300.0
STONNINGTON,2006,285.0
COLAC-OTWAY,2007,180.0
CORANGAMITE,2007,165.0
GLENELG,2007,180.0
GREATER GEELONG,2007,210.0
MOYNE,2007,200.0
QUEENSCLIFFE,2007,230.0
SOUTHERN GRAMPIANS,2007,180.0
SURF COAST,2007,270.0
WARRNAMBOOL,2007,200.0
ARARAT,2007,145.0
BALLARAT,2007,190.0
GOLDEN PLAINS,2007,230.0
HEPBURN,2007,185.0
HINDMARSH,2007,130.0
HORSHAM,2007,160.0
MOORABOOL,2007,195.0
NORTHERN GRAMPIANS,2007,140.0
PYRENEES,2007,140.0
WEST WIMMERA,2007,120.0
YARRIAMBIACK,2007,130.0
BULOKE,2007,125.0
CAMPASPE,2007,180.0
CENTRAL GOLDFIELDS,2007,150.0
GANNAWARRA,2007,140.0
GREATER BENDIGO,2007,200.0
LODDON,2007,130.0
MACEDON RANGES,2007,215.0
MILDURA,2007,190.0
MOUNT ALEXANDER,2007,190.0
SWAN HILL,2007,185.0
ALPINE,2007,190.0
BENALLA,2007,180.0
GREATER SHEPPARTON,2007,190.0
INDIGO,2007,180.0
MANSFIELD,2007,190.0
MITCHELL,2007,190.0
MOIRA,2007,170.0
MURRINDINDI,2007,180.0
STRATHBOGIE,2007,165.0
TOWONG,2007,135.0
WANGARATTA,2007,180.0
WODONGA,2007,210.0
BASS COAST,2007,180.0
BAW BAW,2007,190.0
EAST GIPPSLAND,2007,180.0
LATROBE,2007,150.0
SOUTH GIPPSLAND,2007,180.0
WELLINGTON,2007,165.0
BANYULE,2007,260.0
BRIMBANK,2007,200.0
DAREBIN,2007,230.0
HOBSONS BAY,2007,230.0
HUME,2007,220.0
MARIBYRNONG,2007,240.0
MELBOURNE,2007,350.0
MELTON,2007,220.0
MERRI-BEK,2007,240.0
MOONEE VALLEY,2007,250.0
NILLUMBIK,2007,300.0
WHITTLESEA,2007,230.0
WYNDHAM,2007,220.0
YARRA,2007,350.0
BOROONDARA,2007,305.0
KNOX,2007,250.0
MANNINGHAM,2007,310.0
MAROONDAH,2007,230.0
MONASH,2007,280.0
WHITEHORSE,2007,270.0
YARRA RANGES,2007,230.0
BAYSIDE,2007,380.0
CARDINIA,2007,220.0
CASEY,2007,230.0
FRANKSTON,2007,211.0
GLEN EIRA,2007,265.0
GREATER DANDENONG,2007,190.0
KINGSTON,2007,250.0
MORNINGTON PENINSULA,2007,220.0
PORT PHILLIP,2007,315.0
STONNINGTON,2007,295.0
COLAC-OTWAY,2007,175.0
CORANGAMITE,2007,175.0
GLENELG,2007,175.0
GREATER GEELONG,2007,210.0
MOYNE,2007,190.0
QUEENSCLIFFE,2007,240.0
SOUTHERN GRAMPIANS,2007,180.0
SURF COAST,2007,260.0
WARRNAMBOOL,2007,220.0
ARARAT,2007,145.0
BALLARAT,2007,190.0
GOLDEN PLAINS,2007,200.0
HEPBURN,2007,190.0
HINDMARSH,2007,130.0
HORSHAM,2007,160.0
MOORABOOL,2007,190.0
NORTHERN GRAMPIANS,2007,138.0
PYRENEES,2007,135.0
WEST WIMMERA,2007,129.0
YARRIAMBIACK,2007,120.0
CAMPASPE,2007,185.0
CENTRAL GOLDFIELDS,2007,150.0
GANNAWARRA,2007,140.0
GREATER BENDIGO,2007,200.0
LODDON,2007,140.0
MACEDON RANGES,2007,220.0
MILDURA,2007,190.0
MOUNT ALEXANDER,2007,190.0
SWAN HILL,2007,168.0
ALPINE,2007,190.0
BENALLA,2007,175.0
GREATER SHEPPARTON,2007,190.0
INDIGO,2007,200.0
MANSFIELD,2007,200.0
MITCHELL,2007,198.0
MOIRA,2007,165.0
MURRINDINDI,2007,200.0
STRATHBOGIE,2007,170.0
TOWONG,2007,200.0
WANGARATTA,2007,185.0
WODONGA,2007,220.0
BASS COAST,2007,180.0
BAW BAW,2007,190.0
EAST GIPPSLAND,2007,180.0
LATROBE,2007,150.0
SOUTH GIPPSLAND,2007,170.0
WELLINGTON,2007,160.0
BANYULE,2007,265.0
BRIMBANK,2007,210.0
DAREBIN,2007,240.0
HOBSONS BAY,2007,240.0
HUME,2007,230.0
MARIBYRNONG,2007,255.0
MELBOURNE,2007,370.0
MELTON,2007,230.0
MERRI-BEK,2007,250.0
MOONEE VALLEY,2007,260.0
NILLUMBIK,2007,310.0
WHITTLESEA,2007,240.0
WYNDHAM,2007,220.0
YARRA,2007,340.0
BOROONDARA,2007,300.0
KNOX,2007,250.0
MANNINGHAM,2007,310.0
MAROONDAH,2007,240.0
MONASH,2007,300.0
WHITEHORSE,2007,280.0
YARRA RANGES,2007,240.0
BAYSIDE,2007,360.0
CARDINIA,2007,220.0
CASEY,2007,240.0
FRANKSTON,2007,220.0
GLEN EIRA,2007,280.0
GREATER DANDENONG,2007,200.0
KINGSTON,2007,250.0
MORNINGTON PENINSULA,2007,220.0
PORT PHILLIP,2007,320.0
STONNINGTON,2007,310.0
COLAC-OTWAY,2007,185.0
CORANGAMITE,2007,165.0
GLENELG,2007,178.0
GREATER GEELONG,2007,220.0
MOYNE,2007,200.0
QUEENSCLIFFE,2007,228.0
SOUTHERN GRAMPIANS,2007,170.0
SURF COAST,2007,260.0
WARRNAMBOOL,2007,220.0
ARARAT,2007,145.0
BALLARAT,2007,190.0
GOLDEN PLAINS,2007,210.0
HEPBURN,2007,195.0
HINDMARSH,2007,133.0
HORSHAM,2007,165.0
MOORABOOL,2007,215.0
NORTHERN GRAMPIANS,2007,145.0
PYRENEES,2007,140.0
WEST WIMMERA,2007,120.0
YARRIAMBIACK,2007,123.0
BULOKE,2007,125.0
CAMPASPE,2007,190.0
CENTRAL GOLDFIELDS,2007,150.0
GANNAWARRA,2007,143.0
GREATER BENDIGO,2007,210.0
LODDON,2007,120.0
MACEDON RANGES,2007,210.0
MILDURA,2007,190.0
MOUNT ALEXANDER,2007,210.0
SWAN HILL,2007,170.0
ALPINE,2007,188.0
BENALLA,2007,185.0
GREATER SHEPPARTON,2007,190.0
INDIGO,2007,220.0
MANSFIELD,2007,190.0
MITCHELL,2007,200.0
MOIRA,2007,180.0
MURRINDINDI,2007,178.0
STRATHBOGIE,2007,165.0
TOWONG,2007,150.0
WANGARATTA,2007,185.0
WODONGA,2007,220.0
BASS COAST,2007,183.0
BAW BAW,2007,195.0
EAST GIPPSLAND,2007,190.0
LATROBE,2007,150.0
SOUTH GIPPSLAND,2007,170.0
WELLINGTON,2007,170.0
BANYULE,2007,271.0
BRIMBANK,2007,220.0
DAREBIN,2007,250.0
HOBSONS BAY,2007,240.0
HUME,2007,230.0
MARIBYRNONG,2007,250.0
MELBOURNE,2007,370.0
MELTON,2007,230.0
MERRI-BEK,2007,250.0
MOONEE VALLEY,2007,260.0
NILLUMBIK,2007,310.0
WHITTLESEA,2007,250.0
WYNDHAM,2007,235.0
YARRA,2007,350.0
BOROONDARA,2007,320.0
KNOX,2007,265.0
MANNINGHAM,2007,310.0
MAROONDAH,2007,250.0
MONASH,2007,300.0
WHITEHORSE,2007,295.0
YARRA RANGES,2007,240.0
BAYSIDE,2007,390.0
CARDINIA,2007,230.0
CASEY,2007,245.0
FRANKSTON,2007,230.0
GLEN EIRA,2007,295.0
GREATER DANDENONG,2007,215.0
KINGSTON,2007,265.0
MORNINGTON PENINSULA,2007,230.0
PORT PHILLIP,2007,330.0
STONNINGTON,2007,320.0
COLAC-OTWAY,2007,185.0
CORANGAMITE,2007,160.0
GLENELG,2007,180.0
GREATER GEELONG,2007,220.0
MOYNE,2007,190.0
QUEENSCLIFFE,2007,220.0
SOUTHERN GRAMPIANS,2007,180.0
SURF COAST,2007,280.0
WARRNAMBOOL,2007,220.0
ARARAT,2007,160.0
BALLARAT,2007,197.0
GOLDEN PLAINS,2007,235.0
HEPBURN,2007,200.0
HINDMARSH,2007,135.0
HORSHAM,2007,170.0
MOORABOOL,2007,200.0
NORTHERN GRAMPIANS,2007,140.0
PYRENEES,2007,160.0
WEST WIMMERA,2007,135.0
YARRIAMBIACK,2007,150.0
BULOKE,2007,135.0
CAMPASPE,2007,190.0
CENTRAL GOLDFIELDS,2007,155.0
GANNAWARRA,2007,140.0
GREATER BENDIGO,2007,200.0
LODDON,2007,145.0
MACEDON RANGES,2007,220.0
MILDURA,2007,190.0
MOUNT ALEXANDER,2007,200.0
SWAN HILL,2007,180.0
ALPINE,2007,185.0
BENALLA,2007,175.0
GREATER SHEPPARTON,2007,188.0
INDIGO,2007,200.0
MANSFIELD,2007,195.0
MITCHELL,2007,210.0
MOIRA,2007,170.0
MURRINDINDI,2007,200.0
STRATHBOGIE,2007,180.0
TOWONG,2007,140.0
WANGARATTA,2007,190.0
WODONGA,2007,230.0
BASS COAST,2007,180.0
BAW BAW,2007,190.0
EAST GIPPSLAND,2007,180.0
LATROBE,2007,160.0
SOUTH GIPPSLAND,2007,180.0
WELLINGTON,2007,170.0
BANYULE,2007,285.0
BRIMBANK,2007,220.0
DAREBIN,2007,260.0
HOBSONS BAY,2007,250.0
HUME,2007,240.0
MARIBYRNONG,2007,255.0
MELBOURNE,2007,380.0
MELTON,2007,240.0
MERRI-BEK,2007,270.0
MOONEE VALLEY,2007,280.0
NILLUMBIK,2007,325.0
WHITTLESEA,2007,255.0
WYNDHAM,2007,240.0
YARRA,2007,350.0
BOROONDARA,2007,340.0
KNOX,2007,278.0
MANNINGHAM,2007,350.0
MAROONDAH,2007,255.0
MONASH,2007,300.0
WHITEHORSE,2007,300.0
YARRA RANGES,2007,250.0
BAYSIDE,2007,380.0
CARDINIA,2007,235.0
CASEY,2007,250.0
FRANKSTON,2007,230.0
GLEN EIRA,2007,295.0
GREATER DANDENONG,2007,225.0
KINGSTON,2007,280.0
MORNINGTON PENINSULA,2007,240.0
PORT PHILLIP,2007,340.0
STONNINGTON,2007,325.0
COLAC-OTWAY,2008,195.0
CORANGAMITE,2008,165.0
GLENELG,2008,195.0
GREATER GEELONG,2008,230.0
MOYNE,2008,200.0
QUEENSCLIFFE,2008,250.0
SOUTHERN GRAMPIANS,2008,195.0
SURF COAST,2008,280.0
WARRNAMBOOL,2008,220.0
ARARAT,2008,155.0
BALLARAT,2008,200.0
GOLDEN PLAINS,2008,193.0
HEPBURN,2008,203.0
HINDMARSH,2008,130.0
HORSHAM,2008,175.0
MOORABOOL,2008,215.0
NORTHERN GRAMPIANS,2008,150.0
PYRENEES,2008,148.0
WEST WIMMERA,2008,130.0
YARRIAMBIACK,2008,135.0
BULOKE,2008,140.0
CAMPASPE,2008,185.0
CENTRAL GOLDFIELDS,2008,155.0
GANNAWARRA,2008,148.0
GREATER BENDIGO,2008,210.0
LODDON,2008,125.0
MACEDON RANGES,2008,225.0
MILDURA,2008,190.0
MOUNT ALEXANDER,2008,210.0
SWAN HILL,2008,180.0
ALPINE,2008,190.0
BENALLA,2008,190.0
GREATER SHEPPARTON,2008,190.0
INDIGO,2008,205.0
MANSFIELD,2008,200.0
MITCHELL,2008,200.0
MOIRA,2008,180.0
MURRINDINDI,2008,190.0
STRATHBOGIE,2008,170.0
TOWONG,2008,150.0
WANGARATTA,2008,185.0
WODONGA,2008,230.0
BASS COAST,2008,200.0
BAW BAW,2008,200.0
EAST GIPPSLAND,2008,195.0
LATROBE,2008,160.0
SOUTH GIPPSLAND,2008,185.0
WELLINGTON,2008,180.0
BANYULE,2008,298.0
BRIMBANK,2008,240.0
DAREBIN,2008,270.0
HOBSONS BAY,2008,270.0
HUME,2008,250.0
MARIBYRNONG,2008,270.0
MELBOURNE,2008,380.0
MELTON,2008,240.0
MERRI-BEK,2008,270.0
MOONEE VALLEY,2008,300.0
NILLUMBIK,2008,325.0
WHITTLESEA,2008,260.0
WYNDHAM,2008,240.0
YARRA,2008,375.0
BOROONDARA,2008,350.0
KNOX,2008,280.0
MANNINGHAM,2008,340.0
MAROONDAH,2008,270.0
MONASH,2008,320.0
WHITEHORSE,2008,310.0
YARRA RANGES,2008,250.0
BAYSIDE,2008,448.0
CARDINIA,2008,250.0
CASEY,2008,260.0
FRANKSTON,2008,240.0
GLEN EIRA,2008,300.0
GREATER DANDENONG,2008,230.0
KINGSTON,2008,285.0
MORNINGTON PENINSULA,2008,250.0
PORT PHILLIP,2008,350.0
STONNINGTON,2008,345.0
COLAC-OTWAY,2008,200.0
CORANGAMITE,2008,163.0
GLENELG,2008,195.0
GREATER GEELONG,2008,240.0
MOYNE,2008,195.0
SOUTHERN GRAMPIANS,2008,170.0
SURF COAST,2008,270.0
WARRNAMBOOL,2008,225.0
ARARAT,2008,150.0
BALLARAT,2008,210.0
GOLDEN PLAINS,2008,250.0
HEPBURN,2008,200.0
HINDMARSH,2008,143.0
HORSHAM,2008,170.0
MOORABOOL,2008,230.0
NORTHERN GRAMPIANS,2008,140.0
PYRENEES,2008,150.0
WEST WIMMERA,2008,120.0
YARRIAMBIACK,2008,130.0
BULOKE,2008,160.0
CAMPASPE,2008,190.0
CENTRAL GOLDFIELDS,2008,165.0
GANNAWARRA,2008,140.0
GREATER BENDIGO,2008,215.0
LODDON,2008,140.0
MACEDON RANGES,2008,240.0
MILDURA,2008,195.0
MOUNT ALEXANDER,2008,210.0
SWAN HILL,2008,190.0
ALPINE,2008,190.0
BENALLA,2008,180.0
GREATER SHEPPARTON,2008,200.0
INDIGO,2008,210.0
MANSFIELD,2008,218.0
MITCHELL,2008,220.0
MOIRA,2008,185.0
MURRINDINDI,2008,200.0
STRATHBOGIE,2008,178.0
TOWONG,2008,160.0
WANGARATTA,2008,180.0
WODONGA,2008,225.0
BASS COAST,2008,198.0
BAW BAW,2008,200.0
EAST GIPPSLAND,2008,200.0
LATROBE,2008,160.0
SOUTH GIPPSLAND,2008,190.0
WELLINGTON,2008,180.0
BANYULE,2008,300.0
BRIMBANK,2008,250.0
DAREBIN,2008,280.0
HOBSONS BAY,2008,280.0
HUME,2008,270.0
MARIBYRNONG,2008,295.0
MELBOURNE,2008,410.0
MELTON,2008,250.0
MERRI-BEK,2008,300.0
MOONEE VALLEY,2008,300.0
NILLUMBIK,2008,338.0
WHITTLESEA,2008,280.0
WYNDHAM,2008,260.0
YARRA,2008,380.0
BOROONDARA,2008,350.0
KNOX,2008,300.0
MANNINGHAM,2008,350.0
MAROONDAH,2008,273.0
MONASH,2008,330.0
WHITEHORSE,2008,330.0
YARRA RANGES,2008,268.0
BAYSIDE,2008,420.0
CARDINIA,2008,260.0
CASEY,2008,266.0
FRANKSTON,2008,250.0
GLEN EIRA,2008,320.0
GREATER DANDENONG,2008,250.0
KINGSTON,2008,290.0
MORNINGTON PENINSULA,2008,250.0
PORT PHILLIP,2008,350.0
STONNINGTON,2008,350.0
COLAC-OTWAY,2008,195.0
CORANGAMITE,2008,180.0
GLENELG,2008,200.0
GREATER GEELONG,2008,240.0
MOYNE,2008,200.0
QUEENSCLIFFE,2008,270.0
SOUTHERN GRAMPIANS,2008,190.0
SURF COAST,2008,280.0
WARRNAMBOOL,2008,240.0
ARARAT,2008,160.0
BALLARAT,2008,210.0
GOLDEN PLAINS,2008,240.0
HEPBURN,2008,220.0
HINDMARSH,2008,135.0
HORSHAM,2008,173.0
MOORABOOL,2008,210.0
NORTHERN GRAMPIANS,2008,140.0
PYRENEES,2008,138.0
WEST WIMMERA,2008,110.0
YARRIAMBIACK,2008,140.0
BULOKE,2008,150.0
CAMPASPE,2008,195.0
CENTRAL GOLDFIELDS,2008,165.0
GANNAWARRA,2008,150.0
GREATER BENDIGO,2008,210.0
LODDON,2008,135.0
MACEDON RANGES,2008,250.0
MILDURA,2008,190.0
MOUNT ALEXANDER,2008,210.0
SWAN HILL,2008,173.0
ALPINE,2008,200.0
BENALLA,2008,200.0
GREATER SHEPPARTON,2008,200.0
INDIGO,2008,205.0
MANSFIELD,2008,210.0
MITCHELL,2008,223.0
MOIRA,2008,180.0
MURRINDINDI,2008,200.0
STRATHBOGIE,2008,180.0
TOWONG,2008,155.0
WANGARATTA,2008,198.0
WODONGA,2008,233.0
BASS COAST,2008,210.0
BAW BAW,2008,200.0
EAST GIPPSLAND,2008,195.0
LATROBE,2008,165.0
SOUTH GIPPSLAND,2008,190.0
WELLINGTON,2008,180.0
BANYULE,2008,305.0
BRIMBANK,2008,260.0
DAREBIN,2008,291.0
HOBSONS BAY,2008,290.0
HUME,2008,280.0
MARIBYRNONG,2008,290.0
MELBOURNE,2008,400.0
MELTON,2008,250.0
MERRI-BEK,2008,300.0
MOONEE VALLEY,2008,300.0
NILLUMBIK,2008,350.0
WHITTLESEA,2008,290.0
WYNDHAM,2008,280.0
YARRA,2008,395.0
BOROONDARA,2008,350.0
KNOX,2008,300.0
MANNINGHAM,2008,360.0
MAROONDAH,2008,280.0
MONASH,2008,340.0
WHITEHORSE,2008,330.0
YARRA RANGES,2008,270.0
BAYSIDE,2008,435.0
CARDINIA,2008,260.0
CASEY,2008,280.0
FRANKSTON,2008,255.0
GLEN EIRA,2008,330.0
